"","id","incident_year","incident_month","incident_day","operator_id","operator","aircraft","aircraft_type","aircraft_make","aircraft_model","aircraft_mass","engine_make","engine_model","engines","engine_type","engine1_position","engine2_position","engine3_position","engine4_position","airport_id","airport","state","faa_region","flight_phase","visibility","precipitation","height","speed","distance","species_id","species_name","species_quantity","flight_impact","damaged"
"9208",5803,2011,8,11,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMDT","HARRISBURG INTL","PA","AEA",NA,NA,NA,NA,NA,0,"N6024","LEAST SANDPIPER","1",NA,0
"9209",20576,2003,10,29,"JBU","JETBLUE AIRWAYS","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA","APPROACH",NA,NA,2000,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9210",5434,2013,12,3,"MUI","TRANS AIR","SHORTS 360","A","804",8,3,31,4,2,"C",4,4,NA,NA,"PHNL","HONOLULU INTL ARPT","HI","AWP","TAKEOFF RUN","NIGHT",NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","PRECAUTIONARY LANDING",0
"9211",11698,2012,10,17,"MIL","MILITARY","C-21","A","395",NA,3,19,1,2,"D",NA,NA,NA,NA,"KGNV","GAINESVILLE REG ARPT","FL","ASO","TAKEOFF RUN",NA,NA,0,NA,NA,"UNKB","UNKNOWN BIRD",NA,NA,0
"9212",6180,2008,1,7,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDAB","DAYTONA BEACH INTL","FL","ASO",NA,NA,NA,NA,NA,0,"N5105","BLACK-BELLIED PLOVER","1",NA,0
"9213",28867,2006,11,9,"UCA","COMMUTAIR","BE-1900","A","123",27,3,31,4,2,"C",4,4,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,"NIGHT","NONE",NA,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9214",21315,2004,5,25,"MIL","MILITARY","EC130J","B","33A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPIT","PITTSBURGH INTL ARPT","PA","AEA","APPROACH","DAY",NA,300,NA,NA,"T1002","CHIMNEY SWIFT",NA,"NONE",1
"9215",15235,1997,7,29,"BUS","BUSINESS","B-737-200","A","148",13,4,34,10,2,"D",1,1,NA,NA,"KGSP","GREENVILLE-SPARTANBURG INTL","SC","ASO","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9216",23003,2010,4,14,"QXE","HORIZON AIR","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KRNO","RENO TAHOE INTL","NV","AWP","TAKEOFF RUN","DAY",NA,0,NA,0,"YI009","CLIFF SWALLOW","1",NA,0
"9217",7246,2006,8,12,"FRL","FREEDOM AIRLINES","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"KCAK","AKRON-CANTON REGIONAL","OH","AGL","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","PRECAUTIONARY LANDING",1
"9218",19445,2012,9,17,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAPA","CENTENNIAL ARPT","CO","ANM",NA,NA,NA,NA,NA,0,"O2111","ROCK PIGEON","1",NA,0
"9219",1509,2011,10,27,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KRFD","CHICAGO/ROCKFORD INTL ARPT","IL","AGL",NA,NA,NA,NA,NA,0,"ZT1","BLACKBIRD","1",NA,0
"9220",8176,2006,10,13,"MIL","MILITARY","C-21A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KMDT","HARRISBURG INTL","PA","AEA","CLIMB","DAY",NA,180,2500,NA,"YI","SWALLOW",NA,NA,0
"9221",28380,2013,7,26,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSRQ","SARASOTA-BRADENTON INTL ARPT","FL","ASO",NA,NA,NA,NA,NA,0,"NE114","LAUGHING GULL","1",NA,0
"9222",26010,2009,8,13,"UPS","UPS AIRLINES","A-300","A","04A",1,4,34,46,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9223",17524,1997,9,7,"UAL","UNITED AIRLINES","B-737","A","148",95,4,NA,NA,2,"D",1,1,NA,NA,"KCID","THE EASTERN IOWA ARPT","IA","ACE","LANDING ROLL","DAY",NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9224",29997,2007,3,22,"UPS","UPS AIRLINES","B-767-300","A","148",97,4,22,7,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9225",13262,2010,7,23,"SWA","SOUTHWEST AIRLINES","B-737-500","A","148",33,4,10,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,"NONE",NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9226",6840,2014,9,30,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KSWO","STILLWATER REGIONAL ARPT","OK","ASW",NA,NA,NA,NA,NA,0,"1F41","STRIPED SKUNK","1",NA,0
"9227",29297,2000,7,15,"1ASQ","ATLANTIC SOUTHEAST","ATR-72","A","97",2,3,31,10,2,"C",4,4,NA,NA,"KPFN","PANAMA CITY - BAY COUNTY INTL","FL","ASO","LANDING ROLL","DAY","NONE",0,NA,0,"O2205","MOURNING DOVE","2-10","NONE",0
"9228",6030,2015,9,9,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDAB","DAYTONA BEACH INTL","FL","ASO",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"9229",14376,2002,12,17,"EGF","AMERICAN EAGLE AIRLINES","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"KEVV","EVANSVILLE REGIONAL","IN","AGL","CLIMB","DAY",NA,50,140,NA,"ZT1","BLACKBIRD","2-10","NONE",0
"9230",10782,2011,9,7,"AAL","AMERICAN AIRLINES","MD-80","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH","DAY","NONE",50,140,0,"O2205","MOURNING DOVE","2-10","NONE",0
"9231",9587,2005,9,1,"UPS","UPS AIRLINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9232",28643,2008,5,15,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHLI","LIHUE ARPT","HI","AWP",NA,NA,NA,NA,NA,0,"R2004","SHORT-EARED OWL","1",NA,0
"9233",13319,2013,8,27,"UPS","UPS AIRLINES","A-300","A","04A",1,4,34,46,2,"D",1,1,NA,NA,"KPNS","PENSACOLA INTL ARPT","FL","ASO","APPROACH","DAY",NA,300,120,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9234",1606,1998,3,15,"1AAH","ALOHA AIRLINES","B-737-200","A","148",13,4,34,10,2,"D",1,1,NA,NA,"PHOG","KAHULUI ARPT","HI","AWP","TAKEOFF RUN","NIGHT","NONE",0,140,0,"R","OWLS","1","NONE",0
"9235",28946,2008,8,6,"UPS","UPS AIRLINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"KDSM","DES MOINES INTL","IA","ACE","APPROACH","NIGHT",NA,3000,250,10,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9236",2779,1998,2,20,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOKC","WILL ROGERS WORLD ARPT","OK","ASW","DESCENT","NIGHT",NA,4000,NA,10,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9237",10099,2013,8,30,"DAL","DELTA AIR LINES","MD-88","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KSAV","SAVANNAH/HILTON HEAD INTL ARPT","GA","ASO","TAKEOFF RUN","DAY","NONE",0,NA,0,"ZT001","EASTERN MEADOWLARK","1","NONE",0
"9238",17897,2002,3,25,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9239",1322,2006,12,14,"HAL","HAWAIIAN AIR","B-717-200","A","148",45,4,9,6,2,"D",5,5,NA,NA,"PHOG","KAHULUI ARPT","HI","AWP","LANDING ROLL","DAWN","NONE",0,140,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9240",12643,2005,2,19,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOG","KAHULUI ARPT","HI","AWP",NA,NA,NA,NA,NA,0,"YH002","EURASIAN SKYLARK","2-10",NA,0
"9241",25723,2001,11,17,"BUS","BUSINESS","PA-31 NAVAJO","A","729",25,2,7,31,2,"A",4,4,NA,NA,"KBFM","MOBILE DOWNTOWN ARPT","AL","ASO","APPROACH","DAY","NONE",100,115,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"9242",9775,2012,5,9,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KSAT","SAN ANTONIO INTL","TX","ASW","APPROACH","DAY","NONE",10,134,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9243",29741,1996,1,26,"USA","1US AIRWAYS","B-737-400","A","148",32,4,10,1,2,"D",1,1,NA,NA,"KBDL","BRADLEY INTL","CT","ANE","CLIMB","DAY","NONE",450,175,NA,"NE1","GULL","2-10","NONE",0
"9244",28859,2015,6,30,"UNKC","UNKNOWN COMMERCIAL","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIAH","GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT","TX","ASW","LANDING ROLL","DAY","NONE",0,NA,0,"ZT001","EASTERN MEADOWLARK","1","NONE",0
"9245",1832,2008,6,12,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA",NA,NA,NA,NA,NA,0,"NE101","HERRING GULL","1",NA,0
"9246",11225,2013,9,23,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KEWR","NEWARK LIBERTY INTL ARPT","NJ","AEA",NA,NA,NA,NA,NA,0,"X6101","NORTHERN FLICKER","1",NA,0
"9247",15914,2004,3,25,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KJFK","JOHN F KENNEDY INTL","NY","AEA",NA,NA,NA,NA,NA,0,"NE101","HERRING GULL","1",NA,0
"9248",18075,1993,7,6,"KFS","KALITTA CHARTERS","LEARJET-23","A","395",1,2,22,10,2,"B",5,5,NA,NA,"KROC","GREATER ROCHESTER INTL","NY","AEA","LANDING ROLL","DAY","NONE",0,100,0,"L4201","RING-NECKED PHEASANT","1","NONE",0
"9249",16317,2009,10,28,"UPS","UPS AIRLINES","A-300","A","04A",1,4,34,46,2,"D",1,1,NA,NA,"KLCK","RICKENBACKER INTL","OH","AGL","APPROACH","NIGHT",NA,800,150,5,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"9250",29902,1998,9,17,"AAL","AMERICAN AIRLINES","FOKKER F100","A","372",12,4,37,46,2,"D",5,5,NA,NA,"KMFE","MC ALLEN MILLER INTL","TX","ASW","TAKEOFF RUN","DAY",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9251",22945,2000,8,23,"NWA","NORTHWEST AIRLINES","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"KCLE","CLEVELAND-HOPKINS INTL ARPT","OH","AGL","TAKEOFF RUN","DAY",NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"9252",27589,2007,11,20,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLAX","LOS ANGELES INTL","CA","AWP",NA,NA,NA,NA,NA,0,"K3302","RED-TAILED HAWK","1",NA,0
"9253",15037,2014,3,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA",NA,NA,NA,NA,NA,0,"J2139","LESSER SCAUP","2-10",NA,0
"9254",29596,2011,6,12,"JBU","JETBLUE AIRWAYS","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KLGB","LONG BEACH-DAUGH FLD","CA","AWP","CLIMB","DAY","NONE",100,150,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9255",18236,1990,12,11,"MIL","MILITARY","F-16","A","561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KGPT","GULFPORT-BILOXI INTL APRT","MS","ASO","LANDING ROLL","DAY",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","2-10",NA,0
"9256",2798,2012,9,30,"AAL","AMERICAN AIRLINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KMSY","LOUIE ARMSTRONG NEW ORLEANS INTL ARPT","LA","ASW","TAKEOFF RUN","DAY","RAIN",0,150,0,"YI005","BARN SWALLOW","1","NONE",0
"9257",8704,2014,8,31,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KCLE","CLEVELAND-HOPKINS INTL ARPT","OH","AGL",NA,NA,NA,NA,NA,0,"K5114","AMERICAN KESTREL","1",NA,0
"9258",1315,2009,10,9,"SWA","SOUTHWEST AIRLINES","B-737-700","A","148",42,4,10,1,2,"D",1,1,NA,NA,"KPHX","PHOENIX SKY HARBOR INTL ARPT","AZ","AWP","TAKEOFF RUN","DAY",NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9259",4340,2005,6,1,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPIT","PITTSBURGH INTL ARPT","PA","AEA",NA,NA,NA,NA,NA,0,"ZT1","BLACKBIRD","1",NA,0
"9260",1058,1991,5,7,"JAL","JAPAN AIRLINES","B-747-400","A","148",34,5,22,7,4,"D",1,1,1,1,"KMWH","GRANT COUNTY ARPT","WA","ANM","LOCAL",NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
"9261",23229,2004,8,12,"UAL","UNITED AIRLINES","B-737-500","A","148",33,4,10,1,2,"D",1,1,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL","APPROACH",NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9262",8079,2011,10,5,"MIL","MILITARY","C-130","A","561",12,4,NA,NA,4,"C",4,4,4,4,"KHSA","STENNIS INTL ARPT","MS","ASO","APPROACH",NA,NA,150,NA,NA,"ZL005","RED-EYED VIREO",NA,NA,0
"9263",278,2005,3,8,"UPS","UPS AIRLINES","MD-83","A","583",37,4,34,10,2,"D",5,5,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9264",5267,1995,8,11,"PVT","PRIVATELY OWNED","EXPERIMENTAL",NA,NA,NA,1,7,10,NA,NA,NA,NA,NA,NA,"PATK","TALKEETNA ARPT","AK","AAL","TAKEOFF RUN","DAY","NONE",0,NA,0,"1G3","MOOSE",NA,"OTHER",1
"9265",25451,1994,3,30,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KTEB","TETERBORO AIRPORT","NJ","AEA",NA,NA,NA,NA,NA,0,"NE1","GULL","2-10",NA,0
"9266",21247,2003,11,3,"UAL","UNITED AIRLINES","B-737-500","A","148",33,4,10,1,2,"D",1,1,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL","LANDING ROLL",NA,NA,0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9267",29159,1999,9,1,"TWA","TRANS WORLD AIRLINES","MD-83","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KSTL","LAMBERT-ST LOUIS INTL","MO","ACE","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9268",3347,1997,4,20,"UAL","UNITED AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","APPROACH",NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9269",737,1999,10,8,"EGF","AMERICAN EAGLE AIRLINES","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"KDFW","DALLAS/FORT WORTH INTL ARPT","TX","ASW","LANDING ROLL","DAY","NONE",0,NA,0,"O2111","ROCK PIGEON","11-100","NONE",1
"9270",6670,2011,5,20,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KABQ","ALBUQUERQUE INTL SUNPORT","NM","ASW","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKB","UNKNOWN BIRD","2-10","NONE",0
"9271",20751,2012,4,27,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM",NA,NA,NA,NA,NA,0,"ZT002","WESTERN MEADOWLARK","1",NA,0
"9272",29908,2003,7,6,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","CLIMB","DAY",NA,100,160,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9273",7541,2010,5,18,"BUS","BUSINESS","C-152","A","226",36,1,7,7,1,"A",7,NA,NA,NA,"KRYV","WATERTOWN MUNICIPAL ARPT","WI","AGL","DESCENT","NIGHT","NONE",1200,105,8,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9274",23322,2000,9,10,"UAL","UNITED AIRLINES","A-319","A","04A",6,4,23,1,2,"D",1,1,NA,NA,"KORD","CHICAGO O'HARE INTL ARPT","IL","AGL","APPROACH",NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9275",28338,2014,11,17,"CHQ","CHAUTAUQUA AIRLINES","EMB-145","A","332",14,3,1,10,2,"D",5,5,NA,NA,"KCLT","CHARLOTTE/DOUGLAS INTL ARPT","NC","ASO","APPROACH","DAY",NA,NA,NA,NA,"UNKB","UNKNOWN BIRD","2-10","NONE",0
"9276",879,2003,10,21,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","APPROACH","DAY","NONE",NA,NA,NA,"YH004","HORNED LARK","2-10",NA,0
"9277",13610,2010,12,6,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KOKC","WILL ROGERS WORLD ARPT","OK","ASW",NA,NA,NA,NA,NA,0,"ZT000","MEADOWLARK","1",NA,0
"9278",6666,2002,6,8,"UAL","UNITED AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,0
"9279",27074,2000,6,28,"CDL","CCAIR","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KAGS","AUGUSTA REGIONAL ARPT AT BUSH FLD","GA","ASO","APPROACH","DAY","NONE",10,NA,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9280",21568,2003,9,17,"FDX","FEDEX EXPRESS","A-300","A","04A",1,4,22,7,2,"D",1,1,NA,NA,"KEWR","NEWARK LIBERTY INTL ARPT","NJ","AEA","APPROACH","NIGHT",NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9281",24263,2014,3,8,"UNK","UNKNOWN","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KATL","HARTSFIELD - JACKSON ATLANTA INTL ARPT","GA","ASO",NA,NA,NA,NA,NA,0,"O2205","MOURNING DOVE","1",NA,0
"9282",3546,2012,7,19,"CJC","COLGAN AIRWAYS","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KPVD","THEODORE FRANCIS GREEN STATE","RI","ANE","LANDING ROLL","DAY","NONE",0,NA,0,"ZZ201","HOUSE SPARROW","1","NONE",0
"9283",2104,2015,6,20,"NKS","SPIRIT AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KMCO","ORLANDO INTL","FL","ASO","APPROACH","NIGHT","NONE",NA,NA,NA,"1C2201","BRAZILIAN FREE-TAILED BAT","1","NONE",0
"9284",23761,2013,5,10,"GOV","GOVERNMENT","AEROS SA365","B","31",14,2,43,1,2,"F",6,NA,NA,NA,"2W6","ST. MARYS COUNTY REGIONAL","MD","AEA","APPROACH","NIGHT","NONE",1000,100,NA,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",1
"9285",3168,2015,3,30,"SWA","SOUTHWEST AIRLINES","B-737-300","A","148",24,4,10,1,2,"D",1,1,NA,NA,"KDAL","DALLAS LOVE FIELD ARPT","TX","ASW","APPROACH","DAY",NA,50,135,0,"O2111","ROCK PIGEON","1","NONE",0
"9286",7039,2009,8,3,"QXE","HORIZON AIR","DHC8 DASH 8","A","303",10,3,31,10,2,"C",4,4,NA,NA,"KSEA","SEATTLE-TACOMA INTL","WA","ANM","TAKEOFF RUN","DAY","NONE",0,NA,0,"YL001","EUROPEAN STARLING","1","NONE",0
"9287",11257,1994,4,30,"1ASQ","ATLANTIC SOUTHEAST","IAI-1124","A","503",3,3,19,1,2,"D",5,5,NA,NA,"KBKL","BURKE LAKEFRONT","OH","AGL","LANDING ROLL","DAY","FOG",0,NA,0,"NE1","GULL","1",NA,0
"9288",17217,2013,11,11,"DAL","DELTA AIR LINES","A-320","A","04A",3,4,10,1,2,"D",1,1,NA,NA,"KBDL","BRADLEY INTL","CT","ANE","TAKEOFF RUN","DAY","NONE",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"9289",23002,1999,10,16,"DAL","DELTA AIR LINES","B-767-300","A","148",97,4,22,7,2,"D",1,1,NA,NA,"KFLL","FORT LAUDERDALE/HOLLYWOOD INTL","FL","ASO","APPROACH","NIGHT","NONE",2000,190,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9290",6372,2002,4,10,"1AWE","AMERICA WEST AIRLINES","A-320","A","04A",3,4,23,1,2,"D",1,1,NA,NA,"KBOS","GENERAL EDWARD LAWRENCE LOGAN INTL ARPT","MA","ANE","LANDING ROLL","DAWN","FOG",0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1","NONE",0
"9291",23701,2013,8,28,"BUS","BUSINESS","BE-400 BJET","A","123",32,2,31,1,2,"D",5,5,NA,NA,"KBAK","COLUMBUS MUNICIPAL ARPT (IN)","IN","AGL","APPROACH","DAY","NONE",100,120,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"9292",7478,2003,11,4,"UAL","UNITED AIRLINES","B-747-400","A","148",34,5,34,46,4,"D",1,1,1,1,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1",NA,1
"9293",28607,2010,6,10,"UPS","UPS AIRLINES","A-300","A","04A",1,4,34,46,2,"D",1,1,NA,NA,"ZZZZ","UNKNOWN",NA,NA,NA,NA,NA,NA,NA,NA,"1C2105","BIG BROWN BAT","1","NONE",0
"9294",15634,1998,7,1,"1AWE","AMERICA WEST AIRLINES","B-737","A","148",95,4,NA,NA,2,"D",1,1,NA,NA,"KDEN","DENVER INTL AIRPORT","CO","ANM","TAKEOFF RUN","DAWN",NA,0,NA,0,"UNKBS","UNKNOWN SMALL BIRD","1",NA,0
"9295",177,2004,5,22,"EGF","AMERICAN EAGLE AIRLINES","ATR-72","A","97",2,3,31,10,2,"C",4,4,NA,NA,"TJMZ","EUGENIO MARIA DE HOSTOS ARPT","PR","ASO","CLIMB","DAY","NONE",10,115,NA,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
"9296",25683,2005,10,11,"SWA","SOUTHWEST AIRLINES","B-737","A","148",95,4,NA,NA,2,"D",1,1,NA,NA,"KSJC","NORMAN Y. MINETA SAN JOSE INTL ARPT","CA","AWP","LANDING ROLL","DAY","NONE",0,NA,0,"O2111","ROCK PIGEON","2-10","NONE",0
"9297",439,2003,5,9,"FDX","FEDEX EXPRESS","B-727-200","A","148",11,4,34,10,3,"D",5,6,5,NA,"KMEM","MEMPHIS INTL","TN","ASO","APPROACH","NIGHT",NA,3000,NA,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9298",7000,2007,11,17,"UAL","UNITED AIRLINES","B-757-200","A","148",26,4,34,40,2,"D",1,1,NA,NA,"KPDX","PORTLAND INTL (OR)","OR","ANM","TAKEOFF RUN","DAWN","RAIN",0,NA,0,"R2004","SHORT-EARED OWL","1","NONE",0
"9299",12720,1995,3,13,"USA","1US AIRWAYS","MD-80","A","583",37,4,34,10,2,"D",5,5,NA,NA,"KBWI","BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT","MD","AEA","APPROACH","NIGHT","NONE",3800,250,NA,"UNKBM","UNKNOWN MEDIUM BIRD","1","NONE",0
"9300",25829,2002,11,3,"DAL","DELTA AIR LINES","B-737-800","A","148",43,4,10,1,2,"D",1,1,NA,NA,"KDCA","RONALD REAGAN WASHINGTON NATIONAL ARPT","DC","AEA","APPROACH","DAY","NONE",10,130,NA,"N6","SANDPIPER","1","NONE",0
"9301",17814,2003,6,16,"USA","1US AIRWAYS","A-319","A","04A",6,4,NA,NA,2,"D",1,1,NA,NA,"KLGA","LA GUARDIA ARPT","NY","AEA","LANDING ROLL","DAY",NA,0,NA,0,"NE114","LAUGHING GULL","1",NA,0
"9302",1632,2015,5,13,"BUS","BUSINESS","CITATION II","A","226",37,3,31,1,2,"D",5,5,NA,NA,"KIAH","GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT","TX","ASW","APPROACH","DUSK","RAIN",5000,250,5,"UNKBS","UNKNOWN SMALL BIRD","2-10","NONE",0
