response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
2021/07/18 20:54:08,Suspicious Vehicle ,Yes,ASLT2   ,,Taser,Display,Native American,Male,38,,3,Ventura Village
2021/07/18 20:54:08,Suspicious Vehicle ,Yes,ASLT2   ,,Taser,Arcing,Native American,Male,38,,3,Ventura Village
2021/07/18 20:54:08,Suspicious Vehicle ,Yes,ASLT2   ,,Bodily Force,Knee,Native American,Male,38,,3,Ventura Village
2021/07/18 20:54:08,Suspicious Vehicle ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Native American,Male,38,,3,Ventura Village
2021/07/18 20:54:08,Suspicious Vehicle ,Yes,ASLT2   ,,Taser,Red Dot,Native American,Male,38,,3,Ventura Village
2021/07/19 01:07:50,Robbery Dwlng/Person Rpt ,Yes,CARJCK  ,,Taser,Red Dot,Native American,Male,29,,3,Phillips West
2021/07/19 01:07:50,Robbery Dwlng/Person Rpt ,Yes,CARJCK  ,,Taser,Display,Native American,Male,29,,3,Phillips West
2021/07/19 01:49:28,Assault in Progress ,Yes,WT      ,,Bodily Force,Push Away,Black,Male,25,,1,Downtown East
2021/07/19 02:33:56,Unwanted Person ,Yes,DASLT5  ,,Bodily Force,Body Weight Pin,Black,Male,43,,3,Regina
2021/07/19 02:33:56,Unwanted Person ,Yes,DASLT5  ,,Bodily Force,Takedown,Black,Male,43,,3,Regina
2021/07/19 02:33:56,Unwanted Person ,Yes,DASLT5  ,,Bodily Force,Body Weight Pin,Black,Male,43,,3,Regina
2021/07/19 04:52:06,Suspicious Vehicle ,No,STOLMV  ,,Bodily Force,Body Weight Pin,White,Male,21,,1,Loring Park
2021/07/19 11:16:31,Down Outside-One ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,33,,3,East Phillips
2021/07/19 11:16:31,Down Outside-One ,Yes,ASLT4   ,,Bodily Force,Joint Lock,Black,Male,33,,3,East Phillips
2021/07/19 17:07:00,Officer Needs Help ,No,FORCE   ,,Bodily Force,Joint Lock,Black,Female,NA,,3,Minnehaha
2021/07/19 18:26:32,Unknown Trouble ,No,ASLT2   ,,Bodily Force,Push Away,Black,Female,19,,1,Downtown West
2021/07/19 18:26:32,Unknown Trouble ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Female,19,,1,Downtown West
2021/07/19 18:26:32,Unknown Trouble ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Female,19,,1,Downtown West
2021/07/20 13:24:55,Miscellaneous ,No,WEAP    ,,Bodily Force,Takedown,Black,Male,18,,2,Nicollet Island - East Bank
2021/07/20 22:14:40,Person with a Weapon ,Yes,FORCE   ,,Taser,Red Dot,White,Male,22,,1,Loring Park
2021/07/20 23:14:52,Domestic with Weapons ,Yes,DASLT2  ,,Bodily Force,Body Weight Pin,Black,Male,22,,3,Bryant
2021/07/21 00:17:18,Traffic Law Enforcement ,No,DWI     ,,Bodily Force,Body Weight Pin,White,Male,28,,5,CARAG
2021/07/21 00:17:18,Traffic Law Enforcement ,No,DWI     ,,Bodily Force,Body Weight Pin,White,Male,28,,5,CARAG
2021/07/21 12:48:33,Traffic Law Enforcement ,No,STOLMV  ,,Taser,Red Dot,Black,Male,33,,4,Folwell
2021/07/21 12:48:33,Traffic Law Enforcement ,No,STOLMV  ,,Bodily Force,Joint Lock,Black,Male,33,,4,Folwell
2021/07/21 12:48:33,Traffic Law Enforcement ,No,STOLMV  ,,Taser,Display,Black,Male,33,,4,Folwell
2021/07/21 15:34:52,Walk Through a Building ,Yes,TRSPAS  ,,Taser,Display,Black,Male,50,,3,Central
2021/07/21 15:51:02,Miscellaneous ,No,WEAP    ,,Bodily Force,Body Weight Pin,Black,Male,20,,4,Hawthorne
2021/07/21 15:51:02,Miscellaneous ,No,WEAP    ,,Bodily Force,Takedown,Black,Male,20,,4,Hawthorne
2021/07/21 21:29:01,Domestic Abuse-In Progress ,Yes,DOMEN   ,,Bodily Force,Joint Lock,Native American,Male,29,,3,Central
2021/07/21 21:56:20,Suspicious Person ,No,ASLT2   ,,Bodily Force,Joint Lock,Black,Male,23,,5,Steven's Square - Loring Heights
2021/07/21 21:56:20,Suspicious Person ,No,ASLT2   ,,Bodily Force,Push Away,Black,Male,23,,5,Steven's Square - Loring Heights
2021/07/22 08:32:41,Receive Information ,No,STOLMV  ,,Bodily Force,Push Away,White,Male,25,,4,Webber - Camden
2021/07/22 14:54:13,Domestic Abuse-In Progress ,Yes,VDNCO   ,,Bodily Force,Joint Lock,White,Male,27,,3,Central
2021/07/22 20:36:33,Domestic with Weapons ,Yes,DASLT2  ,,Bodily Force,Joint Lock,Black,Female,45,,4,Near - North
2021/07/23 14:50:50,Robbery of Biz In Progress ,Yes,ROBBIZ  ,,Taser,Red Dot,NA,NA,NA,,3,Phillips West
2021/07/24 00:07:00,Indecent Exposure ,Yes,ASLT4   ,,Bodily Force,Knee,Black,Male,27,,4,Hawthorne
2021/07/24 00:07:00,Indecent Exposure ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,27,,4,Hawthorne
2021/07/24 01:54:13,Sound of Shots Fired ,No,DISWEA  ,,Bodily Force,Push Away,NA,NA,NA,,2,Marcy Holmes
2021/07/24 01:59:07,Poss Personal Injury Acc ,Yes,HRPD    ,,Bodily Force,Push Away,Black,Male,25,,5,Whittier
2021/07/24 02:08:34,Suspicious Person ,Yes,DISCON  ,,Chemical Irritant,Crowd Control Mace,White,Male,22,,2,Nicollet Island - East Bank
2021/07/24 02:08:34,Suspicious Person ,Yes,DISCON  ,,Chemical Irritant,Crowd Control Mace,White,Male,24,,2,Nicollet Island - East Bank
2021/07/24 02:08:34,Suspicious Person ,Yes,DISCON  ,,Bodily Force,Body Weight Pin,White,Male,24,,2,Nicollet Island - East Bank
2021/07/24 02:39:56,Fight ,No,FORCE   ,,Chemical Irritant,Crowd Control Mace,NA,NA,NA,,2,Marcy Holmes
2021/07/24 04:03:49,Person with a Gun ,No,WEAP    ,,Bodily Force,Takedown,Black,Male,18,,1,Loring Park
2021/07/24 04:03:49,Person with a Gun ,No,WEAP    ,,Bodily Force,Body Weight Pin,Black,Male,18,,1,Loring Park
2021/07/24 04:03:49,Person with a Gun ,No,WEAP    ,,Bodily Force,Takedown,Black,Male,18,,1,Loring Park
2021/07/24 04:03:49,Person with a Gun ,No,WEAP    ,,Bodily Force,Body Weight Pin,Black,Male,18,,1,Loring Park
2021/07/24 04:03:49,Person with a Gun ,No,WEAP    ,,Bodily Force,Takedown,Black,Male,21,,1,Loring Park
2021/07/25 00:21:38,Hotrodders ,No,MISC    ,,Chemical Irritant,Chemical Munitions,Black,Male,NA,,1,Downtown West
2021/07/25 02:03:12,Fight ,No,DISCON  ,,Chemical Irritant,Chemical Munitions,Black,Female,NA,,1,Downtown West
2021/07/25 02:14:31,Fight ,No,DISCON  ,,Chemical Irritant,Crowd Control Mace,Black,Female,NA,,1,Downtown West
2021/07/25 02:14:31,Fight ,No,DISCON  ,,Chemical Irritant,Crowd Control Mace,Black,Female,NA,,1,Downtown West
2021/07/25 11:07:51,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Female,46,,2,Holland
2021/07/25 11:07:51,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Female,46,,2,Holland
2021/07/25 11:07:51,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Joint Lock,White,Female,46,,2,Holland
2021/07/26 02:00:54,Unwanted Person ,Yes,FORCE   ,,Bodily Force,Joint Lock,Black,Male,36,,2,Marcy Holmes
2021/07/26 12:58:33,Damage Property-Rpt Only ,Yes,DAMMV   ,,Bodily Force,Joint Lock,White,Male,47,,1,North Loop
2021/07/26 18:37:24,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Body Weight Pin,Black,Female,27,,2,Marcy Holmes
2021/07/26 18:49:45,Person with a Weapon ,Yes,THREAT  ,,Bodily Force,Joint Lock,White,Male,38,,1,Loring Park
2021/07/26 20:25:23,Domestic Abuse-In Progress ,Yes,POVIOL  ,,Taser,Display,White,Male,54,,5,Whittier
2021/07/26 22:30:02,Suspicious Person ,Yes,ROBPAG  ,,Bodily Force,Body Weight Pin,Black,Male,18,,2,Marcy Holmes
2021/07/26 22:31:49,Domestic ,Yes,FORCE   ,,Bodily Force,Joint Lock,White,Female,24,,5,Fulton
2021/07/27 05:21:09,Unwanted Person ,Yes,POSDPA  ,,Taser,Display,Black,Male,47,,1,Downtown West
2021/07/27 18:10:03,Assault in Progress ,Yes,R&C     ,,Bodily Force,Push Away,Black,Female,18,,2,Holland
2021/07/27 18:10:03,Assault in Progress ,Yes,R&C     ,,Bodily Force,Push Away,Black,Female,18,,2,Holland
2021/07/27 18:10:03,Assault in Progress ,Yes,R&C     ,,Bodily Force,Push Away,Black,Male,NA,,2,Holland
2021/07/27 18:10:03,Assault in Progress ,Yes,R&C     ,,Bodily Force,Body Weight Pin,Black,Female,18,,2,Holland
2021/07/27 18:10:03,Assault in Progress ,Yes,R&C     ,,Bodily Force,Body Weight Pin,Black,Male,NA,,2,Holland
2021/07/27 18:18:00,Miscellaneous ,Yes,MISC    ,,Bodily Force,Push Away,Black,Female,NA,,4,Webber - Camden
2021/07/27 21:19:11,Person with a Weapon ,Yes,ASLT4   ,,Bodily Force,Joint Lock,Black,Male,33,,1,Cedar Riverside
2021/07/28 11:10:40,Unknown Trouble ,Yes,CIC     ,,Taser,Display,White,Male,55,,2,Como
2021/07/28 11:30:50,Suspicious Vehicle ,No,PFARM   ,,Bodily Force,Takedown,Black,Male,29,,3,Ventura Village
2021/07/28 11:30:50,Suspicious Vehicle ,No,PFARM   ,,Bodily Force,Takedown,Black,Male,20,,3,Ventura Village
2021/07/28 18:04:05,Theft ,Yes,BURGB   ,,Bodily Force,Takedown,Native American,Male,37,,5,Steven's Square - Loring Heights
2021/07/28 18:04:05,Theft ,Yes,BURGB   ,,Bodily Force,Body Weight Pin,Native American,Male,37,,5,Steven's Square - Loring Heights
2021/07/28 20:42:30,Attempt Pick-Up ,Yes,WT      ,,Bodily Force,Push Away,Black,Male,45,,1,Loring Park
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Joint Lock,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Joint Lock,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Joint Lock,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Maximal Restraint Technique,Side Recovery Position,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Maximal Restraint Technique,Side Recovery Position,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 01:29:10,Check the Welfare ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Native American,Male,26,,5,Whittier
2021/07/29 04:17:09,Unknown Trouble ,Yes,CIC     ,,Taser,Display,Black,Male,47,,4,Harrison
2021/07/29 10:02:55,Suspicious Vehicle ,No,PFARM   ,,Bodily Force,Joint Lock,Black,Male,17,,4,Jordan
2021/07/29 15:33:59,Traffic Law Enforcement ,No,WEAP    ,,Bodily Force,Takedown,Black,Male,31,,4,Near - North
2021/07/29 15:33:59,Traffic Law Enforcement ,No,WEAP    ,,Bodily Force,Body Weight Pin,Black,Male,31,,4,Near - North
2021/07/29 21:57:47,Officer Needs Help ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,20,,4,Near - North
2021/07/29 21:57:47,Officer Needs Help ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,20,,4,Near - North
2021/07/30 10:07:10,Emotionally Disturb Person ,Yes,HLTWEL  ,,Bodily Force,Body Weight Pin,White,Female,34,,1,Downtown West
2021/07/30 10:07:10,Emotionally Disturb Person ,Yes,HLTWEL  ,,Bodily Force,Body Weight Pin,White,Female,34,,1,Downtown West
2021/07/30 10:07:10,Emotionally Disturb Person ,Yes,HLTWEL  ,,Bodily Force,Body Weight Pin,White,Female,34,,1,Downtown West
2021/07/30 12:21:42,Unwanted Person ,No,FORCE   ,,Bodily Force,Push Away,Black,Male,NA,,1,Loring Park
2021/07/30 12:21:42,Unwanted Person ,No,FORCE   ,,Taser,Red Dot,Black,Male,NA,,1,Loring Park
2021/07/30 18:30:39,Slumper ,Yes,STOLMV  ,,Bodily Force,Body Weight Pin,Native American,Male,37,,4,Near - North
2021/07/30 18:30:39,Slumper ,Yes,STOLMV  ,,Bodily Force,Body Weight Pin,Native American,Male,37,,4,Near - North
2021/07/30 18:30:39,Slumper ,Yes,STOLMV  ,,Bodily Force,Takedown,Native American,Male,37,,4,Near - North
2021/07/31 00:37:51,Assist EMS Personnel ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,35,,2,Prospect Park - East River Road
2021/07/31 00:37:51,Assist EMS Personnel ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,35,,2,Prospect Park - East River Road
2021/07/31 00:37:51,Assist EMS Personnel ,No,ASLT2   ,,Bodily Force,Push Away,Black,Male,35,,2,Prospect Park - East River Road
2021/07/31 00:37:51,Assist EMS Personnel ,No,ASLT2   ,,Bodily Force,Joint Lock,Black,Male,35,,2,Prospect Park - East River Road
2021/07/31 00:37:51,Assist EMS Personnel ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,35,,2,Prospect Park - East River Road
2021/07/31 00:37:51,Assist EMS Personnel ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,35,,2,Prospect Park - East River Road
2021/07/31 00:37:51,Assist EMS Personnel ,No,ASLT2   ,,Taser,Red Dot,Black,Male,35,,2,Prospect Park - East River Road
2021/07/31 03:36:27,Assault in Progress ,Yes,ASLT5   ,,Bodily Force,Takedown,Black,Male,25,,1,Loring Park
2021/07/31 03:36:27,Assault in Progress ,Yes,ASLT5   ,,Bodily Force,Joint Lock,Black,Male,25,,1,Loring Park
2021/07/31 03:36:27,Assault in Progress ,Yes,ASLT5   ,,Bodily Force,Body Weight Pin,Black,Male,25,,1,Loring Park
2021/07/31 03:36:27,Assault in Progress ,Yes,ASLT5   ,,Bodily Force,Takedown,Black,Male,25,,1,Loring Park
2021/07/31 21:56:26,Personal Injury Accident ,No,HRPD    ,,Bodily Force,Joint Lock,White,Male,63,,5,Steven's Square - Loring Heights
2021/07/31 21:56:26,Personal Injury Accident ,No,HRPD    ,,Bodily Force,Body Weight Pin,White,Male,63,,5,Steven's Square - Loring Heights
2021/08/01 13:41:11,Customer Trouble ,Yes,TRSPAS  ,,Bodily Force,Body Weight Pin,Black,Female,31,,4,Near - North
2021/08/02 02:52:22,Burglary Biz - In Progress ,Yes,BURGB   ,,Bodily Force,Body Weight Pin,White,Male,22,,3,Seward
2021/08/02 02:52:22,Burglary Biz - In Progress ,Yes,BURGB   ,,Bodily Force,Body Weight Pin,White,Male,22,,3,Seward
2021/08/02 02:52:22,Burglary Biz - In Progress ,Yes,BURGB   ,,Bodily Force,Takedown,White,Male,22,,3,Seward
2021/08/02 02:52:22,Burglary Biz - In Progress ,Yes,BURGB   ,,Bodily Force,Body Weight Pin,White,Male,22,,3,Seward
2021/08/02 04:08:44,Suspicious Vehicle ,No,ROBPAG  ,,Bodily Force,Body Weight Pin,NA,Male,24,,5,Whittier
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Bodily Force,Push Away,Black,Male,29,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Taser,Touch,Black,Male,29,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Taser,Arcing,Black,Male,30,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Bodily Force,Knee,Black,Male,30,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Bodily Force,Body Weight Pin,Black,Male,29,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Bodily Force,Punch,Black,Male,29,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Bodily Force,Joint Lock,Black,Male,29,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Bodily Force,Body Weight Pin,Black,Male,30,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Improvised Weapon,Other Improvised Weapon,Black,Male,29,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Bodily Force,Takedown,Black,Male,29,,1,North Loop
2021/08/02 08:55:34,Theft ,Yes,BURGD   ,,Taser,Firing Darts,Black,Male,29,,1,North Loop
2021/08/02 15:56:05,Check the Welfare ,Yes,"NARC    ",,Bodily Force,Push Away,White,Female,33,,3,Phillips West
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Less Lethal,Bean Bag Round,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Taser,Display,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Taser,Red Dot,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Taser,Display,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Taser,Red Dot,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Less Lethal,Bean Bag Round,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Less Lethal,Bean Bag Round,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Bodily Force,Joint Lock,Black,Female,19,,1,Loring Park
2021/08/02 16:00:41,Unwanted Person ,Yes,ASLT2   ,,Taser,Red Dot,Black,Female,19,,1,Loring Park
2021/08/02 18:38:15,Assault in Progress ,Yes,ASLT5   ,,Taser,Display,Black,Male,30,,5,Whittier
2021/08/02 22:26:18,Stabbing ,Yes,ASLT2   ,,Taser,Display,Black,Female,33,,5,Steven's Square - Loring Heights
2021/08/03 21:41:46,Emotionally Disturb Person ,No,CIC     ,,Bodily Force,Push Away,White,Female,39,,5,Lyndale
2021/08/03 21:41:46,Emotionally Disturb Person ,No,CIC     ,,Bodily Force,Joint Lock,White,Female,39,,5,Lyndale
2021/08/03 21:41:46,Emotionally Disturb Person ,No,CIC     ,,Bodily Force,Joint Lock,White,Female,39,,5,Lyndale
2021/08/04 17:00:27,Check the Welfare ,Yes,CIC     ,,Bodily Force,Joint Lock,White,Male,24,,5,East Harriet
2021/08/04 17:00:27,Check the Welfare ,Yes,CIC     ,,Taser,Red Dot,White,Male,24,,5,East Harriet
2021/08/04 17:00:27,Check the Welfare ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,24,,5,East Harriet
2021/08/04 18:42:48,Emotionally Disturb Person ,Yes,CIC     ,,Bodily Force,Joint Lock,White,Female,31,,3,Ericsson
2021/08/04 21:39:23,Miscellaneous ,No,PFARM   ,,Bodily Force,Takedown,Black,Male,36,,4,Hawthorne
2021/08/04 21:39:23,Miscellaneous ,No,PFARM   ,,Bodily Force,Takedown,Black,Male,36,,4,Hawthorne
2021/08/04 21:54:28,Stabbing ,Yes,AOA     ,,Bodily Force,Push Away,Black,Male,NA,,1,Downtown West
2021/08/05 07:06:27,High Risk Warrant Entry ,No,FENTRY  ,,Bodily Force,Push Away,Black,Male,43,,4,Jordan
2021/08/05 19:35:31,Suspicious Person ,No,TRSPAS  ,,Bodily Force,Joint Lock,Black,Male,NA,,1,Downtown West
2021/08/05 19:35:31,Suspicious Person ,No,TRSPAS  ,,Bodily Force,Body Weight Pin,Black,Male,NA,,1,Downtown West
2021/08/06 19:44:50,Person with a Gun ,Yes,FORCE   ,,Taser,Red Dot,Native American,Male,38,,1,Elliot Park
2021/08/06 19:44:50,Person with a Gun ,Yes,FORCE   ,,Taser,Red Dot,Native American,Male,38,,1,Elliot Park
2021/08/06 19:44:50,Person with a Gun ,Yes,FORCE   ,,Taser,Display,Native American,Male,38,,1,Elliot Park
2021/08/06 19:44:50,Person with a Gun ,Yes,FORCE   ,,Taser,Display,Native American,Male,38,,1,Elliot Park
2021/08/06 20:11:10,Damage Property-In Progress,Yes,ASLT4   ,,Bodily Force,Takedown,White,Male,26,,1,North Loop
2021/08/06 20:11:10,Damage Property-In Progress,Yes,ASLT4   ,,Bodily Force,Takedown,White,Male,26,,1,North Loop
2021/08/06 20:11:10,Damage Property-In Progress,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,White,Male,26,,1,North Loop
2021/08/06 23:33:31,Domestic with Weapons ,Yes,DASLT5  ,,Less Lethal,Bean Bag Round,White,Male,57,,2,Columbia Park
2021/08/07 00:27:45,Damage Property-In Progress,Yes,DAMMV   ,,Taser,Red Dot,Black,Female,26,,3,Seward
2021/08/07 00:27:45,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Body Weight Pin,Black,Female,26,,3,Seward
2021/08/07 00:27:45,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Joint Lock,Black,Female,26,,3,Seward
2021/08/07 00:27:45,Damage Property-In Progress,Yes,DAMMV   ,,Taser,Display,Black,Female,26,,3,Seward
2021/08/07 00:27:45,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Body Weight Pin,Black,Female,26,,3,Seward
2021/08/07 00:27:45,Damage Property-In Progress,Yes,DAMMV   ,,Taser,Display,Black,Female,26,,3,Seward
2021/08/07 00:27:45,Damage Property-In Progress,Yes,DAMMV   ,,Taser,Red Dot,Black,Female,26,,3,Seward
2021/08/07 05:40:57,Burglary Dwlng In Progress ,Yes,TRSPAS  ,,Taser,Display,Black,Male,22,,1,Downtown East
2021/08/07 05:40:57,Burglary Dwlng In Progress ,Yes,TRSPAS  ,,Taser,Red Dot,Black,Male,22,,1,Downtown East
2021/08/07 06:55:16,Domestic Abuse-In Progress ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,White,Female,32,,4,Folwell
2021/08/07 06:55:16,Domestic Abuse-In Progress ,Yes,ASLT4   ,,Bodily Force,Slap,White,Female,32,,4,Folwell
2021/08/07 06:55:16,Domestic Abuse-In Progress ,Yes,ASLT4   ,,Bodily Force,Joint Lock,White,Female,32,,4,Folwell
2021/08/07 06:55:16,Domestic Abuse-In Progress ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,White,Female,32,,4,Folwell
2021/08/07 06:55:16,Domestic Abuse-In Progress ,Yes,ASLT4   ,,Bodily Force,Takedown,White,Female,32,,4,Folwell
2021/08/07 16:51:52,Domestic Abuse-In Progress ,Yes,DASLT5  ,,Bodily Force,Body Weight Pin,Black,Male,57,,2,Marshall Terrace
2021/08/07 16:51:52,Domestic Abuse-In Progress ,Yes,DASLT5  ,,Bodily Force,Body Weight Pin,Black,Male,57,,2,Marshall Terrace
2021/08/07 18:09:57,Person with a Weapon ,Yes,DISCON  ,,Taser,Display,White,Male,61,,1,Downtown West
2021/08/07 18:09:57,Person with a Weapon ,Yes,DISCON  ,,Bodily Force,Push Away,White,Male,61,,1,Downtown West
2021/08/07 18:09:57,Person with a Weapon ,Yes,DISCON  ,,Taser,Red Dot,White,Male,61,,1,Downtown West
2021/08/07 18:09:57,Person with a Weapon ,Yes,DISCON  ,,Taser,Display,White,Male,61,,1,Downtown West
2021/08/07 18:39:28,Domestic Abuse-In Progress ,Yes,WT      ,,Taser,Display,Black,Male,35,,2,Prospect Park - East River Road
2021/08/07 18:39:28,Domestic Abuse-In Progress ,Yes,WT      ,,Bodily Force,Body Weight Pin,Black,Male,35,,2,Prospect Park - East River Road
2021/08/07 18:39:28,Domestic Abuse-In Progress ,Yes,WT      ,,Bodily Force,Knee,Black,Male,35,,2,Prospect Park - East River Road
2021/08/08 00:00:55,Robbery of Person ,Yes,ROBPAG  ,,Bodily Force,Body Weight Pin,Black,Male,29,,2,Prospect Park - East River Road
2021/08/08 02:05:08,Person with a Weapon ,Yes,ASLT2   ,,Bodily Force,Joint Lock,Black,Female,37,,2,Nicollet Island - East Bank
2021/08/08 02:05:08,Person with a Weapon ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Female,37,,2,Nicollet Island - East Bank
2021/08/08 03:58:46,Burglary Dwlng In Progress ,Yes,BURGD   ,,Bodily Force,Joint Lock,Black,Male,19,,1,Downtown East
2021/08/08 04:11:30,Assault in Progress ,Yes,ASLT2   ,,Taser,Red Dot,Black,Male,35,,5,CARAG
2021/08/08 19:52:22,Shooting ,Yes,MURDR   ,,Bodily Force,Body Weight Pin,Black,Male,17,,4,Harrison
2021/08/09 08:59:27,Domestic Abuse-In Progress ,No,DASLT5  ,,Bodily Force,Joint Lock,Black,Male,16,,4,McKinley
2021/08/09 08:59:27,Domestic Abuse-In Progress ,No,DASLT5  ,,Bodily Force,Body Weight Pin,Black,Male,16,,4,McKinley
2021/08/09 09:10:36,Disturbance ,No,DASLT2  ,,Bodily Force,Joint Lock,Black,Female,32,,1,Downtown East
2021/08/09 10:49:31,Assist an Officer ,No,WEAP    ,,Bodily Force,Takedown,Black,Male,18,,4,Harrison
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Bodily Force,Takedown,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Taser,Display,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Bodily Force,Takedown,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Bodily Force,Takedown,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Bodily Force,Body Weight Pin,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Taser,Red Dot,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Bodily Force,Body Weight Pin,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Bodily Force,Body Weight Pin,Black,Male,32,,1,North Loop
2021/08/10 01:53:39,Assault in Progress ,Yes,DAMPRP  ,,Bodily Force,Joint Lock,Black,Male,32,,1,North Loop
